Attrition,Business,CF Age Band,CF Attrition Lable,Department,Education Field,Emp No,Employee Number,Gender,Job Role,Marital Status,Overtime,Over 18,Training Times,Traning Times Last Year,-2,0,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Education ,EmployeeCount,Environment Satisfaction,Hourly Rate,Job Involvement,job Level,Job  Satisfaction,Monthly income,Monthly Rate ,Num Companies Worked,Percent Sallary Hike ,Performance Rating Relationship Satisfactior,Standard Hours,Stock Optional Level,total work years,Work
No,Corporate,50-59,Attrited,R&D,Science,731,1731,Male,Clerk,Single,Yes,Y,1,10,-2,0,57,Yes,252,36,2,5,1,2,63,2,5,1,2787,12071,5,5,5,80,0,0,10
No,Corporate,60-69,Attrited,HR,Engineering,732,1732,Male,Executive,Married,No,Y,3,8,-2,0,60,No,889,25,3,2,1,4,79,1,3,2,14025,12954,4,16,4,80,2,13,27
Yes,Corporate,60-69,Attrited,IT,Commerce,733,1733,Male,Engineer,Divorced,Yes,Y,10,2,-2,0,60,Yes,924,22,4,3,1,3,25,1,5,2,8872,19014,0,16,3,80,2,29,75
Yes,Corporate,20-29,Attrited,Finance,Commerce,734,1734,Female,Manager,Single,Yes,Y,7,0,-2,0,29,Yes,946,33,2,1,1,2,27,2,4,2,19698,9680,1,18,5,80,1,8,58
Yes,Corporate,30-39,Current,Sales,Commerce,735,1735,Male,Manager,Married,No,Y,2,10,-2,0,33,Yes,558,38,2,3,1,1,65,1,3,2,9168,12381,0,0,4,80,1,9,55
Yes,Corporate,40-49,Attrited,IT,Science,736,1736,Female,Clerk,Divorced,Yes,Y,4,6,-2,0,41,Yes,730,13,1,4,1,4,34,1,5,4,4878,8709,2,10,2,80,1,10,28
Yes,Corporate,50-59,Attrited,HR,Arts,737,1737,Female,Executive,Married,No,Y,3,6,-2,0,51,Yes,296,24,3,1,1,4,23,4,4,3,4294,9581,9,5,4,80,3,19,98
No,Corporate,30-39,Current,HR,Medical,738,1738,Male,Engineer,Married,No,Y,8,0,-2,0,30,Yes,901,27,5,3,1,1,50,2,3,4,6859,12337,1,5,3,80,3,39,28
No,Corporate,50-59,Attrited,IT,Engineering,739,1739,Female,Executive,Married,No,Y,2,8,-2,0,50,No,314,26,4,3,1,3,100,4,1,3,17823,12280,1,9,2,80,3,15,41
Yes,Corporate,50-59,Attrited,HR,Arts,740,1740,Male,Executive,Married,Yes,Y,6,6,-2,0,56,No,516,5,5,2,1,3,34,4,2,3,9421,19157,7,0,5,80,0,32,6
No,Corporate,20-29,Attrited,HR,Medical,741,1741,Female,Engineer,Married,No,Y,6,2,-2,0,26,Yes,799,22,5,2,1,2,72,3,4,3,11580,7963,6,18,2,80,2,2,64
No,Corporate,50-59,Attrited,Finance,Engineering,742,1742,Female,Executive,Married,Yes,Y,5,9,-2,0,55,Yes,871,2,1,5,1,4,70,2,2,2,5229,11600,1,24,4,80,3,2,6
Yes,Corporate,30-39,Attrited,Sales,Commerce,743,1743,Female,Analyst,Divorced,Yes,Y,9,2,-2,0,32,Yes,140,12,4,2,1,3,30,4,4,3,13610,3813,1,21,3,80,3,16,19
Yes,Corporate,50-59,Attrited,Finance,Commerce,744,1744,Female,Engineer,Divorced,Yes,Y,10,7,-2,0,54,Yes,811,38,1,1,1,4,87,4,3,2,4698,10279,0,25,4,80,2,2,1
Yes,Corporate,30-39,Current,IT,Arts,745,1745,Male,Engineer,Single,No,Y,9,10,-2,0,32,Yes,640,38,2,4,1,1,100,3,3,3,7303,16985,7,12,2,80,1,33,55
No,Corporate,50-59,Attrited,Sales,Science,746,1746,Male,Analyst,Single,No,Y,5,7,-2,0,54,Yes,424,18,3,3,1,3,38,4,4,2,11303,8500,2,13,1,80,1,23,48
Yes,Corporate,30-39,Attrited,IT,Science,747,1747,Female,Executive,Single,Yes,Y,3,3,-2,0,30,Yes,746,25,5,4,1,1,66,3,3,4,1484,5639,7,20,2,80,3,13,40
No,Corporate,20-29,Current,R&D,Arts,748,1748,Male,Clerk,Married,No,Y,4,8,-2,0,24,Yes,182,42,4,3,1,3,27,3,3,4,7620,1615,8,12,4,80,3,13,52
No,Corporate,20-29,Attrited,IT,Arts,749,1749,Female,Engineer,Divorced,No,Y,2,2,-2,0,23,No,352,47,4,1,1,1,86,2,4,4,17818,9126,10,22,3,80,2,7,52
Yes,Corporate,40-49,Attrited,R&D,Science,750,1750,Female,Engineer,Single,Yes,Y,4,1,-2,0,46,No,236,37,5,5,1,4,67,2,3,4,10608,12669,2,23,2,80,1,12,59
No,Corporate,10-19,Attrited,HR,Commerce,751,1751,Male,Engineer,Divorced,Yes,Y,1,8,-2,0,18,Yes,331,32,2,4,1,4,40,4,4,3,3628,7979,6,3,2,80,2,6,89
Yes,Corporate,20-29,Current,IT,Arts,752,1752,Male,Analyst,Single,Yes,Y,9,9,-2,0,21,No,564,44,5,3,1,1,32,1,2,3,12661,4300,4,21,5,80,1,39,91
Yes,Corporate,40-49,Attrited,HR,Science,753,1753,Male,Executive,Divorced,Yes,Y,6,6,-2,0,43,No,114,43,5,2,1,3,90,4,5,2,16903,13256,10,5,2,80,3,39,27
Yes,Corporate,20-29,Current,HR,Arts,754,1754,Male,Clerk,Married,Yes,Y,6,7,-2,0,21,Yes,188,39,2,5,1,2,25,1,4,3,16391,17527,6,24,3,80,2,23,16
No,Corporate,30-39,Attrited,IT,Arts,755,1755,Male,Clerk,Single,No,Y,5,5,-2,0,30,No,796,26,2,5,1,4,28,4,5,2,1139,12676,1,10,5,80,3,11,24
Yes,Corporate,30-39,Attrited,Finance,Engineering,756,1756,Male,Engineer,Single,Yes,Y,3,3,-2,0,37,No,594,14,2,3,1,2,94,2,3,2,17203,13172,3,17,2,80,1,38,36
Yes,Corporate,50-59,Attrited,IT,Science,757,1757,Female,Engineer,Divorced,Yes,Y,2,3,-2,0,53,Yes,612,13,3,4,1,1,100,1,2,4,12573,8464,7,11,2,80,1,19,2
No,Corporate,20-29,Current,HR,Science,758,1758,Male,Executive,Divorced,Yes,Y,4,1,-2,0,22,Yes,877,30,4,4,1,2,89,3,1,2,4384,1128,4,19,2,80,2,32,28
Yes,Corporate,40-49,Attrited,R&D,Arts,759,1759,Male,Clerk,Married,No,Y,7,4,-2,0,40,Yes,436,17,5,5,1,3,78,4,5,2,19622,6961,10,19,4,80,2,3,84
No,Corporate,40-49,Current,IT,Science,760,1760,Male,Manager,Single,Yes,Y,1,1,-2,0,42,Yes,794,4,2,4,1,2,79,4,1,2,1212,14980,4,15,5,80,2,37,15
No,Corporate,30-39,Attrited,R&D,Arts,761,1761,Female,Executive,Married,Yes,Y,1,7,-2,0,35,No,873,37,3,2,1,3,88,3,4,1,16676,6844,7,2,5,80,0,8,10
Yes,Corporate,20-29,Current,R&D,Science,762,1762,Male,Manager,Married,No,Y,4,2,-2,0,27,Yes,293,10,3,4,1,4,67,2,1,4,13858,11817,1,11,2,80,3,39,21
No,Corporate,50-59,Current,IT,Science,763,1763,Male,Executive,Married,No,Y,6,8,-2,0,59,Yes,553,22,4,2,1,3,63,4,3,3,13936,2991,1,22,2,80,2,20,90
No,Corporate,40-49,Current,IT,Medical,764,1764,Female,Analyst,Divorced,Yes,Y,10,8,-2,0,49,No,893,35,3,4,1,2,21,1,1,2,17519,2074,4,24,4,80,2,17,14
No,Corporate,30-39,Attrited,R&D,Arts,765,1765,Female,Manager,Single,Yes,Y,1,1,-2,0,36,No,709,10,5,1,1,1,58,3,4,1,1246,1688,0,0,3,80,1,22,94
No,Corporate,40-49,Attrited,IT,Science,766,1766,Female,Analyst,Divorced,Yes,Y,9,0,-2,0,46,No,579,10,3,3,1,2,24,3,4,1,8074,4923,10,25,4,80,0,36,88
Yes,Corporate,30-39,Attrited,Finance,Medical,767,1767,Female,Engineer,Single,Yes,Y,8,0,-2,0,35,No,948,40,5,5,1,2,27,2,4,3,17085,8912,5,5,4,80,3,0,83
No,Corporate,20-29,Current,HR,Engineering,768,1768,Male,Analyst,Single,No,Y,4,10,-2,0,24,No,798,50,5,4,1,4,51,2,1,4,16154,15239,5,11,2,80,2,16,99
Yes,Corporate,30-39,Attrited,R&D,Engineering,769,1769,Male,Executive,Divorced,Yes,Y,10,7,-2,0,37,No,621,37,3,2,1,1,27,3,2,1,9452,9454,5,18,1,80,0,24,17
Yes,Corporate,10-19,Current,Finance,Medical,770,1770,Male,Analyst,Married,Yes,Y,10,0,-2,0,19,Yes,816,32,1,2,1,4,72,4,3,1,4397,7197,6,16,5,80,1,24,19
Yes,Corporate,40-49,Current,HR,Medical,771,1771,Female,Executive,Divorced,Yes,Y,9,0,-2,0,45,No,738,25,4,4,1,3,50,2,1,3,11383,6548,10,6,5,80,1,20,20
No,Corporate,50-59,Attrited,IT,Engineering,772,1772,Female,Manager,Single,Yes,Y,6,7,-2,0,56,Yes,374,4,4,1,1,2,47,1,4,2,1785,5376,0,9,4,80,3,3,71
Yes,Corporate,20-29,Current,Sales,Engineering,773,1773,Male,Executive,Married,No,Y,4,6,-2,0,22,Yes,368,50,2,2,1,1,96,3,2,1,6390,19222,1,8,5,80,2,35,9
No,Corporate,50-59,Current,HR,Engineering,774,1774,Male,Analyst,Single,No,Y,2,8,-2,0,50,No,743,34,3,3,1,4,100,2,4,2,17414,4222,6,17,3,80,3,22,84
Yes,Corporate,20-29,Attrited,R&D,Arts,775,1775,Female,Manager,Single,Yes,Y,6,2,-2,0,21,No,541,11,3,4,1,2,59,4,3,1,4393,8765,1,6,2,80,1,10,29
No,Corporate,40-49,Attrited,HR,Medical,776,1776,Male,Engineer,Divorced,Yes,Y,8,4,-2,0,40,No,466,45,5,4,1,1,24,4,1,1,17249,1226,1,13,4,80,1,20,31
No,Corporate,30-39,Current,HR,Commerce,777,1777,Female,Engineer,Married,Yes,Y,2,5,-2,0,35,Yes,594,4,5,4,1,2,37,2,5,1,14141,11319,4,25,5,80,3,24,38
No,Corporate,40-49,Attrited,HR,Science,778,1778,Female,Clerk,Single,Yes,Y,8,8,-2,0,41,No,742,1,2,5,1,2,58,3,4,1,11813,16069,2,17,4,80,0,40,56
No,Corporate,40-49,Current,R&D,Commerce,779,1779,Male,Manager,Single,No,Y,9,4,-2,0,48,No,461,49,1,1,1,2,89,4,2,2,3158,4107,6,14,3,80,3,18,65
Yes,Corporate,10-19,Attrited,IT,Engineering,780,1780,Female,Manager,Divorced,No,Y,3,1,-2,0,18,No,749,1,5,5,1,2,24,2,5,1,15450,15516,8,21,4,80,0,8,36
Yes,Corporate,10-19,Current,IT,Science,781,1781,Female,Clerk,Single,No,Y,10,8,-2,0,19,No,972,27,4,3,1,3,31,4,2,3,8708,5473,4,0,1,80,2,19,94
Yes,Corporate,40-49,Attrited,Finance,Science,782,1782,Female,Manager,Single,Yes,Y,1,2,-2,0,46,No,440,23,2,2,1,3,58,4,4,1,8552,3787,0,25,1,80,1,36,16
Yes,Corporate,40-49,Current,R&D,Engineering,783,1783,Female,Analyst,Married,No,Y,3,2,-2,0,47,No,615,44,4,1,1,1,51,3,2,4,3209,10895,10,24,2,80,1,2,97
Yes,Corporate,30-39,Current,R&D,Science,784,1784,Female,Analyst,Divorced,Yes,Y,1,8,-2,0,36,Yes,742,4,3,1,1,2,60,1,3,1,10908,8530,8,5,3,80,2,17,60
Yes,Corporate,30-39,Current,HR,Science,785,1785,Female,Analyst,Divorced,Yes,Y,10,9,-2,0,37,Yes,382,44,5,3,1,2,81,2,4,2,16112,18252,8,21,1,80,1,4,41
Yes,Corporate,40-49,Attrited,Finance,Medical,786,1786,Male,Engineer,Divorced,Yes,Y,10,9,-2,0,42,No,1000,33,3,3,1,3,46,4,1,4,9478,19284,5,3,4,80,0,16,66
Yes,Corporate,60-69,Current,Finance,Engineering,787,1787,Female,Manager,Married,Yes,Y,2,5,-2,0,60,Yes,684,30,2,5,1,1,56,3,4,4,17138,15377,7,16,3,80,1,6,73
Yes,Corporate,50-59,Attrited,Sales,Engineering,788,1788,Female,Engineer,Divorced,No,Y,2,7,-2,0,55,Yes,596,22,5,1,1,4,75,1,5,2,11844,9771,4,0,4,80,1,40,59
Yes,Corporate,40-49,Attrited,HR,Medical,789,1789,Male,Clerk,Married,No,Y,6,5,-2,0,44,No,855,42,5,1,1,3,32,1,4,3,19406,10223,7,10,1,80,3,22,90
No,Corporate,50-59,Attrited,IT,Commerce,790,1790,Female,Analyst,Divorced,No,Y,5,5,-2,0,52,Yes,327,10,1,1,1,3,21,2,3,2,8900,6615,6,25,2,80,3,34,29
Yes,Corporate,50-59,Attrited,R&D,Arts,791,1791,Female,Manager,Divorced,No,Y,6,9,-2,0,55,No,544,47,5,2,1,1,90,4,2,2,11752,19905,6,17,5,80,0,37,92
No,Corporate,50-59,Attrited,R&D,Science,792,1792,Female,Executive,Married,No,Y,4,1,-2,0,57,No,133,49,5,5,1,4,92,3,5,2,18240,9668,5,17,2,80,3,4,49
No,Corporate,50-59,Attrited,Finance,Commerce,793,1793,Male,Engineer,Single,Yes,Y,10,1,-2,0,52,Yes,630,34,5,2,1,4,57,1,3,1,14413,12265,10,20,4,80,2,21,59
Yes,Corporate,20-29,Current,Sales,Arts,794,1794,Female,Clerk,Single,No,Y,6,4,-2,0,22,Yes,968,17,3,3,1,1,72,4,2,4,12400,8994,2,20,1,80,3,16,24
No,Corporate,20-29,Current,HR,Arts,795,1795,Female,Engineer,Divorced,No,Y,9,4,-2,0,22,Yes,242,10,3,2,1,4,47,4,3,4,18975,15104,2,12,5,80,0,37,52
No,Corporate,60-69,Attrited,Sales,Arts,796,1796,Female,Manager,Divorced,No,Y,1,6,-2,0,60,No,205,34,3,5,1,4,34,3,2,4,3142,2550,7,10,1,80,3,14,74
Yes,Corporate,60-69,Attrited,HR,Science,797,1797,Male,Engineer,Divorced,No,Y,8,1,-2,0,60,No,930,23,1,2,1,4,39,4,5,4,13486,8887,5,12,1,80,3,37,75
Yes,Corporate,10-19,Attrited,Finance,Commerce,798,1798,Male,Engineer,Single,No,Y,2,8,-2,0,18,No,689,43,2,4,1,4,27,2,3,2,2850,8507,1,21,4,80,3,27,60
Yes,Corporate,20-29,Current,Sales,Engineering,799,1799,Male,Engineer,Single,Yes,Y,3,2,-2,0,25,Yes,543,34,3,1,1,2,63,2,1,4,16872,16201,10,21,1,80,1,7,16
No,Corporate,40-49,Attrited,HR,Science,800,1800,Male,Manager,Married,Yes,Y,1,4,-2,0,44,Yes,890,37,2,4,1,4,47,2,4,2,18765,18873,10,19,5,80,2,8,45
Yes,Corporate,40-49,Current,Finance,Science,801,1801,Male,Analyst,Married,Yes,Y,1,9,-2,0,47,No,811,23,5,5,1,3,53,4,3,3,12445,16894,9,14,4,80,3,1,47
Yes,Corporate,30-39,Current,IT,Commerce,802,1802,Female,Engineer,Married,No,Y,6,2,-2,0,32,No,485,11,3,4,1,2,94,4,2,4,9722,2386,5,2,1,80,1,10,8
No,Corporate,50-59,Current,Finance,Commerce,803,1803,Female,Analyst,Single,Yes,Y,5,0,-2,0,58,Yes,996,5,2,3,1,1,72,4,1,4,14795,8031,4,7,3,80,0,23,97
No,Corporate,40-49,Current,Sales,Science,804,1804,Male,Engineer,Divorced,Yes,Y,10,1,-2,0,44,No,461,49,5,5,1,2,29,1,3,1,19021,13248,6,11,4,80,3,9,44
Yes,Corporate,50-59,Current,R&D,Medical,805,1805,Female,Engineer,Divorced,Yes,Y,4,4,-2,0,52,No,149,32,5,2,1,3,87,2,2,2,1685,4546,0,14,1,80,0,1,38
Yes,Corporate,30-39,Current,HR,Science,806,1806,Male,Engineer,Married,No,Y,7,4,-2,0,35,No,708,36,4,1,1,3,20,1,3,3,10815,10206,4,10,4,80,3,35,75
No,Corporate,20-29,Current,HR,Science,807,1807,Male,Executive,Married,Yes,Y,4,5,-2,0,25,No,176,33,2,2,1,1,86,4,4,4,8750,6606,0,9,4,80,1,40,9
No,Corporate,20-29,Attrited,R&D,Medical,808,1808,Female,Executive,Divorced,No,Y,6,4,-2,0,28,No,838,46,1,5,1,2,94,3,3,3,6617,9777,5,16,1,80,3,26,79
Yes,Corporate,40-49,Attrited,HR,Engineering,809,1809,Male,Analyst,Divorced,Yes,Y,8,2,-2,0,45,Yes,702,40,2,4,1,3,33,1,5,2,6591,8241,7,25,1,80,2,15,66
No,Corporate,30-39,Current,Sales,Science,810,1810,Female,Executive,Married,No,Y,1,8,-2,0,31,Yes,348,3,2,1,1,2,82,4,3,2,19304,18228,6,22,1,80,2,14,17
No,Corporate,20-29,Current,Finance,Arts,811,1811,Female,Manager,Single,No,Y,5,7,-2,0,21,Yes,605,25,3,5,1,2,33,2,3,1,3614,15907,2,0,4,80,3,1,74
Yes,Corporate,20-29,Current,IT,Science,812,1812,Male,Clerk,Divorced,Yes,Y,4,4,-2,0,20,Yes,877,6,3,3,1,4,69,3,2,3,7867,15562,3,1,3,80,2,14,39
No,Corporate,30-39,Attrited,R&D,Medical,813,1813,Male,Analyst,Divorced,No,Y,2,10,-2,0,37,Yes,992,25,2,5,1,2,47,2,3,3,18392,17248,4,22,1,80,1,5,87
No,Corporate,30-39,Attrited,HR,Engineering,814,1814,Male,Engineer,Married,Yes,Y,9,5,-2,0,37,No,632,50,2,4,1,1,38,4,5,2,9325,4915,10,24,4,80,2,8,22
Yes,Corporate,30-39,Attrited,Sales,Arts,815,1815,Male,Engineer,Married,No,Y,8,2,-2,0,38,Yes,396,48,4,5,1,2,27,4,2,4,5475,8614,2,23,3,80,3,15,77
No,Corporate,50-59,Current,Sales,Commerce,816,1816,Male,Executive,Divorced,No,Y,7,5,-2,0,57,Yes,428,14,1,4,1,1,58,2,2,1,8343,12224,8,21,4,80,0,10,83
No,Corporate,20-29,Current,R&D,Commerce,817,1817,Female,Analyst,Single,No,Y,10,6,-2,0,25,No,702,18,1,4,1,1,35,4,2,4,19569,11308,1,16,2,80,2,20,66
Yes,Corporate,30-39,Current,Finance,Science,818,1818,Female,Engineer,Divorced,No,Y,3,3,-2,0,35,Yes,714,36,5,4,1,3,87,4,1,4,8251,6853,7,9,4,80,0,16,31
No,Corporate,40-49,Current,Finance,Commerce,819,1819,Female,Analyst,Married,Yes,Y,10,10,-2,0,43,No,208,20,5,2,1,2,95,2,3,2,4282,12667,7,4,1,80,3,17,61
No,Corporate,30-39,Current,Sales,Science,820,1820,Female,Analyst,Single,Yes,Y,10,10,-2,0,38,Yes,749,23,3,1,1,3,92,4,2,3,16934,15895,3,14,5,80,2,4,97
No,Corporate,20-29,Current,Finance,Engineering,821,1821,Male,Executive,Single,Yes,Y,5,10,-2,0,21,Yes,744,11,4,2,1,1,91,1,3,2,19775,3329,8,13,2,80,1,2,73
Yes,Corporate,20-29,Current,IT,Commerce,822,1822,Female,Analyst,Single,Yes,Y,5,1,-2,0,25,No,143,21,1,4,1,1,29,3,1,2,5757,9696,2,15,2,80,0,15,85
No,Corporate,40-49,Current,HR,Commerce,823,1823,Male,Engineer,Married,No,Y,4,10,-2,0,40,Yes,768,7,5,5,1,3,86,3,1,1,13487,5306,0,24,2,80,0,9,49
Yes,Corporate,20-29,Attrited,HR,Engineering,824,1824,Female,Engineer,Married,No,Y,7,1,-2,0,29,Yes,717,8,4,1,1,1,55,2,3,4,14238,13734,2,22,2,80,3,27,90
No,Corporate,40-49,Current,HR,Science,825,1825,Female,Executive,Single,Yes,Y,3,4,-2,0,45,No,458,33,3,1,1,1,83,4,3,4,1552,8231,2,1,2,80,0,1,15
No,Corporate,20-29,Current,HR,Arts,826,1826,Male,Clerk,Single,Yes,Y,10,5,-2,0,29,No,467,41,5,2,1,3,64,2,2,3,6683,5785,6,15,3,80,2,11,1
Yes,Corporate,50-59,Current,Finance,Commerce,827,1827,Male,Clerk,Married,Yes,Y,2,4,-2,0,54,Yes,383,13,1,5,1,2,26,3,3,3,7777,12130,9,14,5,80,2,23,84
Yes,Corporate,50-59,Attrited,HR,Science,828,1828,Male,Engineer,Single,Yes,Y,1,4,-2,0,50,No,540,40,4,2,1,2,80,3,4,2,17302,9818,6,8,1,80,0,25,17
Yes,Corporate,30-39,Attrited,IT,Commerce,829,1829,Female,Engineer,Divorced,Yes,Y,6,6,-2,0,33,Yes,281,45,4,5,1,1,93,4,2,1,4505,17244,4,25,1,80,3,19,45
No,Corporate,50-59,Current,R&D,Commerce,830,1830,Male,Engineer,Single,Yes,Y,8,7,-2,0,57,No,698,10,1,2,1,4,20,1,2,2,13579,18683,8,10,1,80,1,26,20
No,Corporate,20-29,Current,Sales,Arts,831,1831,Female,Manager,Married,Yes,Y,8,7,-2,0,22,No,162,50,2,2,1,2,29,4,3,1,5966,10725,3,11,5,80,1,13,99
Yes,Corporate,30-39,Current,HR,Science,832,1832,Male,Executive,Divorced,Yes,Y,10,9,-2,0,32,No,316,43,4,4,1,1,28,3,4,2,9261,5523,0,2,3,80,0,4,24
No,Corporate,40-49,Attrited,IT,Medical,833,1833,Female,Manager,Married,No,Y,8,3,-2,0,40,Yes,359,48,3,2,1,1,21,2,5,2,17209,3609,0,19,4,80,1,36,3
Yes,Corporate,10-19,Current,HR,Commerce,834,1834,Male,Analyst,Divorced,Yes,Y,7,5,-2,0,19,Yes,942,2,1,5,1,1,79,4,5,3,5946,10085,8,5,4,80,1,36,20
Yes,Corporate,20-29,Attrited,HR,Engineering,835,1835,Female,Clerk,Single,Yes,Y,7,3,-2,0,20,Yes,808,50,1,3,1,4,86,2,2,3,19354,10438,6,25,2,80,3,5,50
No,Corporate,10-19,Attrited,HR,Engineering,836,1836,Male,Engineer,Divorced,No,Y,9,9,-2,0,18,Yes,911,1,3,1,1,1,77,3,1,2,15769,5742,5,25,1,80,1,26,17
No,Corporate,40-49,Attrited,IT,Science,837,1837,Male,Clerk,Single,Yes,Y,2,5,-2,0,42,No,364,10,2,1,1,2,73,1,4,4,2167,11532,2,15,3,80,0,38,35
Yes,Corporate,50-59,Current,R&D,Engineering,838,1838,Male,Engineer,Single,Yes,Y,1,5,-2,0,54,No,426,31,1,5,1,3,65,2,3,1,12818,10247,7,23,1,80,0,35,17
Yes,Corporate,20-29,Attrited,HR,Arts,839,1839,Female,Engineer,Single,No,Y,1,9,-2,0,22,No,430,3,3,1,1,3,75,2,1,4,13464,18843,10,19,3,80,1,1,62
Yes,Corporate,50-59,Current,IT,Medical,840,1840,Female,Clerk,Divorced,No,Y,5,3,-2,0,59,Yes,582,31,5,2,1,1,86,1,1,1,4081,13925,10,19,4,80,1,26,83
Yes,Corporate,20-29,Current,Sales,Commerce,841,1841,Female,Executive,Divorced,No,Y,5,6,-2,0,20,Yes,811,50,3,4,1,1,20,1,4,2,5473,8432,3,7,2,80,3,6,19
No,Corporate,10-19,Attrited,Finance,Engineering,842,1842,Male,Executive,Married,No,Y,3,8,-2,0,19,No,581,13,4,1,1,2,37,1,1,4,5120,13086,0,24,4,80,3,8,1
Yes,Corporate,20-29,Current,HR,Commerce,843,1843,Female,Engineer,Married,Yes,Y,2,2,-2,0,24,No,479,23,5,4,1,1,20,2,4,3,9508,17636,4,20,1,80,3,34,54
Yes,Corporate,50-59,Current,Sales,Medical,844,1844,Male,Analyst,Divorced,Yes,Y,1,7,-2,0,59,Yes,392,1,3,1,1,3,87,3,1,1,10363,11877,0,18,5,80,3,27,57
Yes,Corporate,50-59,Current,Sales,Arts,845,1845,Female,Manager,Divorced,Yes,Y,10,10,-2,0,56,No,850,8,4,4,1,1,21,2,1,2,13074,11620,0,0,3,80,1,22,28
No,Corporate,30-39,Current,IT,Engineering,846,1846,Male,Executive,Divorced,No,Y,7,5,-2,0,32,No,672,10,4,3,1,3,68,3,5,4,17919,18610,3,23,4,80,0,36,81
Yes,Corporate,30-39,Current,HR,Medical,847,1847,Female,Analyst,Married,No,Y,6,9,-2,0,35,Yes,818,32,5,2,1,3,59,2,3,2,14872,11088,2,20,5,80,2,25,47
No,Corporate,30-39,Attrited,Sales,Arts,848,1848,Male,Executive,Divorced,No,Y,4,6,-2,0,34,No,354,23,1,4,1,4,47,4,5,1,11485,3512,0,11,4,80,3,5,40
No,Corporate,30-39,Current,HR,Commerce,849,1849,Male,Engineer,Divorced,Yes,Y,7,0,-2,0,39,Yes,785,46,5,5,1,3,46,1,3,3,17215,3086,3,20,4,80,3,10,6
Yes,Corporate,30-39,Current,Finance,Commerce,850,1850,Female,Executive,Divorced,Yes,Y,9,5,-2,0,31,Yes,776,15,4,5,1,2,26,4,1,2,12623,15401,2,0,4,80,2,12,30
No,Corporate,50-59,Current,Sales,Engineering,851,1851,Male,Clerk,Married,Yes,Y,3,4,-2,0,58,Yes,794,12,4,2,1,3,72,4,1,2,10518,7233,7,22,4,80,2,4,12
Yes,Corporate,20-29,Current,IT,Commerce,852,1852,Male,Engineer,Married,No,Y,2,2,-2,0,25,No,438,23,2,1,1,4,65,1,4,4,16824,4283,3,21,4,80,0,38,77
Yes,Corporate,50-59,Current,HR,Arts,853,1853,Female,Engineer,Single,No,Y,7,10,-2,0,57,Yes,596,43,2,4,1,2,29,1,3,3,12050,6393,2,17,4,80,3,12,16
No,Corporate,40-49,Attrited,R&D,Engineering,854,1854,Male,Clerk,Single,Yes,Y,7,10,-2,0,44,No,220,48,4,3,1,1,78,1,1,3,6214,13752,2,23,5,80,0,31,47
No,Corporate,30-39,Current,Sales,Arts,855,1855,Male,Engineer,Single,No,Y,8,9,-2,0,32,No,662,42,3,3,1,4,26,1,5,2,1243,7552,5,15,3,80,1,11,5
Yes,Corporate,50-59,Attrited,HR,Arts,856,1856,Male,Clerk,Married,Yes,Y,6,0,-2,0,50,Yes,682,45,1,3,1,4,37,1,5,1,15030,1518,1,17,4,80,1,22,68
Yes,Corporate,30-39,Attrited,IT,Commerce,857,1857,Female,Executive,Married,Yes,Y,1,4,-2,0,33,Yes,262,23,1,2,1,1,63,1,3,1,14068,12582,1,8,3,80,0,30,82
No,Corporate,30-39,Attrited,IT,Engineering,858,1858,Female,Clerk,Married,Yes,Y,5,8,-2,0,33,Yes,890,8,1,5,1,1,62,1,4,4,2752,15428,2,0,1,80,3,10,62
Yes,Corporate,50-59,Attrited,Finance,Engineering,859,1859,Female,Analyst,Married,Yes,Y,1,4,-2,0,55,Yes,502,41,4,3,1,1,45,1,3,2,16450,11766,7,23,5,80,1,3,36
Yes,Corporate,50-59,Attrited,Sales,Engineering,860,1860,Female,Engineer,Single,No,Y,9,7,-2,0,57,Yes,818,13,3,4,1,4,34,3,3,2,8060,16918,0,3,5,80,1,19,43
Yes,Corporate,50-59,Attrited,Sales,Commerce,861,1861,Male,Analyst,Divorced,No,Y,8,2,-2,0,52,Yes,867,50,4,3,1,2,67,1,4,3,15116,4930,10,1,4,80,3,12,19
Yes,Corporate,30-39,Current,IT,Science,862,1862,Male,Clerk,Divorced,Yes,Y,7,5,-2,0,32,No,864,32,4,2,1,3,39,2,4,3,11862,14942,4,16,4,80,0,13,58
No,Corporate,20-29,Attrited,Sales,Science,863,1863,Female,Manager,Married,Yes,Y,3,10,-2,0,21,Yes,749,10,3,5,1,1,61,3,5,3,15659,12769,6,20,3,80,0,20,38
No,Corporate,20-29,Current,Sales,Commerce,864,1864,Female,Executive,Divorced,Yes,Y,2,1,-2,0,23,No,341,26,4,1,1,3,49,1,2,4,11915,13804,1,6,1,80,3,21,31
No,Corporate,20-29,Attrited,Finance,Science,865,1865,Female,Analyst,Married,No,Y,9,8,-2,0,26,No,896,24,5,5,1,2,51,1,2,3,4558,2609,4,15,2,80,2,10,24
No,Corporate,50-59,Attrited,HR,Engineering,866,1866,Female,Clerk,Divorced,Yes,Y,10,8,-2,0,55,No,878,37,5,4,1,1,40,2,5,1,13469,19815,10,0,2,80,2,36,83
No,Corporate,20-29,Attrited,Finance,Arts,867,1867,Female,Analyst,Single,Yes,Y,9,9,-2,0,29,No,501,4,3,2,1,4,36,4,2,2,10506,13859,5,8,4,80,0,6,86
